KEY,English,Dutch
HM_NAMES,"Donald Duck,Daisy Duck,Huey Duck,Dewey Duck,Louie Duck,Scrooge McDuck,Gladstone Gander,Grandma Duck,Gus Goose,Gyro Gearloose,Little Helper,April,May,June,Beagle Boys,Magica De Spell,Flintheart Glomgold,Cornelius Coot,Miss Quackfaster,Neighbour Jones,Bolivar,Grand Mogul,Argus McSwine,Master Warbol,Mickey Mouse,Goofy,Minnie Mouse,Pluto,Horace Horsecollar,Clarabelle Cow,Peg-Leg Pete,The Big Bad Wolf,Li’l Bad Wolf,Fiddler Pig,Fifer Pig,Practical Pig,Brer Bear,Brer Fox,Brer Rabbit,Brer Weasel,Brer Buzzard,Mrs. Bear,Molly,Brer Terrapin,Brer Coon,Little Hiawatha,Big Chief,Sunflower,Minnehaha,Ma,José Carioca,Panchito,Senor Martinez,Bucky Bug,Chip and Dale,Mad Madam Mim,Scamp","Donald Duck,Katrien Duck,Kwik Duck,Kwek Duck,Kwak Duck,Dagobert Duck,Guus Geluk,Oma Duck,Gijs Gans,Wilie Wortel,Lampje,Lizzy,Juultje,Babetje,Zware Jongens,Zwarte Magica,Govert Goudglans,Cornelis Prul,Juffrouw Eugenia,Buurman Bolderbast,Loebas,Hopman Breedborst,Venijn McSnekke,Meester Warbol,Mickey Mouse,Goofy,Minnie Mouse,Pluto,Karel Paardepoot,Clarabella Koe,Boris Boef,Midas Wolf,Wolfje,Knir,Knar,Knor,Meneer Beer,Rein Vos,Broer Konijn,Vittorio Wezel,Barend Buizerd,Mevrouw Beer,Mollie,Toon Schildpad,Broer Wasbeer,Hiawatha,Opperhoofd,Zilverslang,Minehaha,Moeder,Joe Carioca,Panchito,Senor Martinez,Tokkie Tor,Knabbel en Babbel,Madam Mikmak,Rakker"
HM_NAMES_CATEGORY,Names,Namen
HM_NATURE_0,"Birch,Leaf,Flower,Tree,Forest,Dune,Grass,Autumn,Burrow,Clay,Bud,Cold,Spring,Air,Moon,Lake,Nest,Park,Rain,Reed,Rose,Ditch,Trunk,Star,Storm,Beach,Branch,Tulip,Field,Warm,Weather,Meadow,Wind,Winter,Cloud,Ice,Seed,Sand,Sun,Sea,Summer","Berg,Blad,Bloem,Boom,Bos,Duin,Gras,Herfst,Hol,Klei,Knop,Koud,Lente,Lucht,Maan,Meer,Nest,Park,Regen,Riet,Roos,Sloot,Stam,Ster,Storm,Strand,Tak,Tulp,Veld,Warm,Weer,Wei,Wind,Winter,Wolk,Ijs,Zaad,Zand,Zon,Zee,Zomer"
HM_NATURE_1,"Algae,Bark,Birch,Beech,Cherry blossom,Blubber,Orchard,Tree line,Branch,Tree top,Woods,Forester,Nettle,Cactus,Damp,Dew,Pine,Pine apple,Thorn,Oak,Maple,Heat,Lumber jack,Icicle,Chestnut tree,Aerial,Drizzle,Rain,Mist,Plant,Rainfall,Twilight,Cortex,Fir,Sprit,Stalk,Palm tree, Rainstorm,Twig,Pond,Moon,Frost,Water vapor,Wildernis,Willow,Wind speed,Anemometer,Cardinal direction,Gust of wind,Squall,Winds,Desert,Breeze,Climate,Lake,Marsh,Nature,Landscape,Natural reserve,Hurricane,Rainforest,Reserve,Spectrum,Weather forecast,Desert climate,Cloud cover,Forest,Sea climate,See weed,Fish pond,Agriculture,Walk,Stream,Rain drop","Alg,Bast,Berk,Beuk,Bloesem,Blubber,Boomgaard,Boomgrens,Boomtak,Boomtop,Bosrand,Boswachter,Brandnetel,Cactus,Damp,Dauw,Den,Dennenappel,Doorn,Eik,Esdoorn,Hitte,Houthakker,Ijspegel ,Kastanjeboom,Luchtfoto ,Motregen,Neerslag,Nevel,Plant ,Regenval,Schemering,Schors,Spar,Spriet,Stengel,Palm,Stortbui,Twijg,Vijver ,Maan,Vorst,Waterdamp,Wildernis,Wilg,Windkracht,Windmeter,Windrichting,Windstoot,Windstreek,Windvlaag,Woestijn,Briesje,Klimaat,Meer ,Moeras,Natuurgebied,Natuurlandschap,Natuurreservaat,Noodweer,Regenwoud,Reservaat,Spectrum ,Weerbericht,Woestijnklimaat,Wolkendek,Woud,Zeeklimaat,Zeewier,Visvijver,Landbouw,Wandeling,Stroompje,Regendruppel"
HM_NATURE_2,"Flower bulb,Bamboo,Flowers,Minerals,Pressure,Dune,Equator,Weightlessness,Sod,Vegetables,Garden,Soil,Material,Heath,Altitude,Humus,Bugs,Jungle,Lime,Tadpoles,Clay,Mud,Turnip,Manure,Cycle,Herbs,Agriculture,Broad-leaf tree,Pine tree,Planets,Rain,Savanna,Mold,Steppe,Tundra,Tropics,Turf,Shift,Fungus,Fly agaric,Rooting,Seeds,Dunescape,Egg,Fruit,Growth,Hills,Mineral,Conifer forest,Nest,River landscape,Sanctuary,Sugarcane,Peat,Water,Sand,Landscape,Solar system,Tar,Animal species,Mountainous,Ski slope","Bloembol,Bamboe,Bloemen,Delfstof,Druk ,Duintop,Evenaar,Gewichtsloosheid,Graspol,Groenten,Groententuin,Grondsoort,Grondstof,Hei,Hoogteligging,Humus,Insecten,Jungle ,Kalk,Kikkervisjes,Klei,Kleigrond ,Knol,Koemest ,Kringloop,Kruiden ,Landbouw ,Loofboom,Mineralen,Naaldboom,Planeten ,Regen ,Savanne,Schimmel,Steppe,Toendra,Tropen,Turf,Verschuiving,Vliegenzwam,Wortelt,Zaadjes ,Duinlandschap,Ei ,Fruit ,Groeiproces,Heuvellandschap,Mineraal,Naaldwoud,Nest ,Rivierenlandschap,Stiltegebied,Suikerriet,Veen,Water ,Zand ,Landschap,Zonnenstelsel ,Teer,Diersoort ,Bergachtig,Skipiste"
HM_NATURE_3,"Mountain range,Shore,Habitat,Compost,Erosion,Plateau,Growth ring,Stamen,Nectar,Oasis,River,Riverbed,Pistil,Storm,Subtropics,Tinder fungus, Weathering,Soil,Water management,Hydropower,Anticyclone,Highland,Cliff,Climate,Coastal area,Lowland,Depression,Plankton,Peninsula,Pollen,Hyacinth","Bergketen,Oevergewas,Biotoop,Compost,Erosie,Hoogvlakte,Jaarring ,Meeldraad,Nectar,Oase,Regenrivier,Rivierbedding,Stamper,Storm,Subtropen,Tondelzwam,Verwering,Voedingsbodem,Waterbeheersing ,Waterkracht,Hogedrukgebied,Hoogland,Klif,Klimaatgebied,Kustgebied,Laagland,Lagedrukgebied,Plankton,Schiereiland,Stuifmeel,Hyacint"
HM_NATURE_CATEGORY,Nature,Natuur
HM_VICTORYWINDOW_SCORE_CORRECT_LETTERS,Correct Letters: {0} x {1},Letters goed: {0} x {1}
HM_VICTORYWINDOW_SCORE_CORRECT_WORDS,Correct Words: {0} x {1},Woorden goed: {0} x {1}
HM_VICTORYWINDOW_SCORE_INCORRECT_LETTERS,Incorrect Letters: {0} x {1},Letters fout: {0} x {1}
HM_HUD_WORD_LABEL,Word,Woord
HT_CINEMATICINTRO_TEXT,"On the board you will see
two series of numbers or sums.
Which one has the bigger outcome?
Step up, {0}!","Op het bord zie je steeds 
twee getallen of sommen. 
Welke uitkomst is groter? 
Doe je best, {0}!"
HT_VICTORYWINDOW_CORRECT_ANSWERS,Correct answers: {0} x {1},Goede antwoorden: {0} x {1}
HT_VICTORYWINDOW_LEVEL,Level: {0} x {1},Niveau: {0} x {1}
HUB_GAME_ASSEMBLYLINE,Assembly Line,Robotbouwer
HUB_GAME_AVATARCREATOR,Complete your avatar,Maak je avatar
HUB_GAME_BATCAVE,Bat Cave,Vleermuis-gespuis
HUB_GAME_BEATTHEBEAGLEBOYS,Beat the Beagle Boys,Hekkensluiter
HUB_GAME_CHAPTER1_INTRO,Start of Chapter 1,Heibel in de haven
HUB_GAME_CHAPTER1_OUTRO,End Of Chapter 1,Einde
HUB_GAME_CHASETHEBOAT,Chase The Boat,Verenjacht
HUB_GAME_CHASETHETRUCK,Chase The Truck,Havenhopper
HUB_GAME_CONNECTTHEPIPES,Connect The Pipes,Buizenbende
HUB_GAME_CRANEOPERATOR,Crane Operator,Grote grijper
HUB_GAME_CRATEMESS,Crate Mess,Dozenduwer
HUB_GAME_DUCKQUIZ,Duck Quiz,Duck Quiz
HUB_GAME_FASHIONSTORE,Fashion Store,B-Cool Mode
HUB_GAME_FRUITYARD,Fruityard,Fruitplukker
HUB_GAME_HANGMAN,Word Thief,Bengels
HUB_GAME_HIGHERTHAN,Higher Than,Groter dan
HUB_GAME_JUMPTHECROC,Jump the Croc,Cijfervijver
HUB_GAME_KARTBUILDER,Kart Builder,Zeepkistenbouwer
HUB_GAME_KARTRACER,Kart Racing,Zeepkistenrace
HUB_GAME_KARTRACERTIMETRIAL,Time Trial,Tijdrace
HUB_GAME_KARTSHOP,Kart Shop,Knutselschuur
HUB_GAME_LEMONADESTAND,Lemonade Stand,Limonadestand
HUB_GAME_MONEYDIVE,Money Dive,Duitenduiker
HUB_GAME_MONKEYBATTLE,Monkey battle,Bananenbende
HUB_GAME_MOTIONCOMIC_ADVENTURE1_INTRO,Begin,Begin
HUB_GAME_MOTIONCOMIC_ADVENTURE1_OUTRO,End,Einde
HUB_GAME_MOTIONCOMIC_ADVENTURE2_INTRO,Begin,Begin
HUB_GAME_MOTIONCOMIC_ADVENTURE2_OUTRO,End,Einde
HUB_GAME_PUSHTHECRATE,Push the Crate,Kistencrisis
HUB_GAME_TRAINSPOTTING,Trainspotting,Perronchef
HUB_GAME_TRANSLATETHIS,Translate This,Word thief
HUB_GAME_WARDROBE,Wardrobe,Mijn kamer
HUB_GAME_ZOOTRANSPORT,Zoo Transport,Wilde weg
HUB_LOCATION_AVATAR_HOUSE,My Home,Mijn huis
HUB_LOCATION_GRANDMAS_FARM,Farm,Boerderij
HUB_LOCATION_GYROS_WORKSHOP,Workshop,Werkplaats
HUB_LOCATION_HARBOR,Harbor,Haven
HUB_LOCATION_MONEY_BIN,Money Bin,Geldpakhuis
HUB_LOCATION_SCHOOL,School,School
HUB_LOCATION_SHOPPING_STREET,Shopping Street,Winkelstraat
HUB_LOCATION_STATION,Train Station,Spoorbuurt
HUB_LOCATION_TVSTUDIO,TV Studio,TV Studio
HUB_LOCATION_WOODCHUCKS,Woodchucks,Woudlopers
HUB_LOCATION_ZOO,Duckburg Zoo,Dierentuin
HUB_POPUP_FUTUREGAME_BUTTON_CONTINUE,Continue,OK
HUB_POPUP_FUTUREGAME_DESCRIPTION,"{0} is not finished yet, come back soon to play this awesome game!",Binnenkort kun je hier {0} spelen!
HUB_POPUP_FUTUREGAME_TITLE,In Development,Werk in uitvoering
HUB_POPUP_LOCKEDADVENTURE_BUTTON_CONTINUE,Continue,OK
HUB_POPUP_LOCKEDADVENTURE_DESCRIPTION,You can play {0} when you complete {1} at level {2}.,Je mag {0} pas spelen als je {1} op level {2} hebt uitgespeeld.
HUB_POPUP_LOCKEDADVENTURE_TITLE,Locked game,Op slot
HUB_POPUP_LOCKEDJOB_BUTTON_CONTINUE,Continue,OK
HUB_POPUP_LOCKEDJOB_DESCRIPTION,You’ll get a call as soon as there is work for you!,Je wordt gebeld zodra er werk voor je is!
HUB_POPUP_LOCKEDJOB_TITLE,Job inactive,Geen hulp nodig
HUB_POPUP_PREMIUMGAME_BUTTON_BUY,Yes,Ja
HUB_POPUP_PREMIUMGAME_BUTTON_CONTINUE,No,Nee
HUB_POPUP_PREMIUMGAME_DESCRIPTION,"This game is for DuckWorld members only.

Would you like to join?","Dit spel is alleen beschikbaar voor leden van DuckWorld.

Wil je lid worden?"
HUB_POPUP_PREMIUMGAME_TITLE,Premium Game,Alleen voor leden
HUB_POPUP_TRIAL_PERIOD_ENDED_DESCRIPTION,"Unfortunately... your trialperiod has ended!

Did you like the game?
Tip your parents through the menu.","Helaas... je proefperiode zit erop!

Vond je de game leuk?
Tip dan je ouders via het menu."
HUB_POPUP_TRIAL_PERIOD_ENDED_TITLE,Trialperiod has ended,Proefperiode beëindigd.
JTC_CINEMATICINTRO_TEXT,"Don’t just stand there,
go after him!
Jump carefully, or else
you’ll end up in the water!","Wat sta je daar nog, achter 
die saboteur aan! Maar wel 
goed springen, anders beland 
je in het water!"
JTC_VICTORYWINDOW_SCORE_CORRECT_ANSWERS,Correct answers: {0} x {1},Goede antwoorden: {0} x {1}
JTC_VICTORYWINDOW_SCORE_TIME_LEFT,Time left: {0} x {1},Tijd over: {0} x {1}
KR_CINEMATICINTRO_TEXT,"Hi {0}! How are your racing skills? 
Push your kart to the start...
Who-ever finishes first, wins!","Hé {0}! Kun jij een beetje racen?
Duw je wagen naar de start... 
en wie ’t eerst beneden is, 
heeft gewonnen!"
KRTT_CINEMATICINTRO_TEXT,"The track is all yours!
Drive around to set a time.
Then try to break your own record!","Je hebt de hele baan voor jezelf! 
Rij eerst een rondje om een tijd 
neer te zetten. Daarna race je 
tegen jezelf om je eigen record 
te verbreken!"
KR_NAME_AI_BOY_1,Huey,Kwik
KR_NAME_AI_BOY_2,Dewey,Kwek
KR_NAME_AI_BOY_3,Louie,Kwak
KR_NAME_AI_GIRL_1,April,Juultje
KR_NAME_AI_GIRL_2,May,Babetje
KR_NAME_AI_GIRL_3,June,Lizzy
KR_NAME_GHOST,Best time,Beste tijd
KR_NAME_HUMAN,You,Jij
KR_RESULTWINDOW_LOSE,Lost!,Helaas!
KR_RESULTWINDOW_TITLE,Results,UITSLAG
KR_RESULTWINDOW_VICTORY,Victory!,Hoera!
KR_VICTORYWINDOW_SCORE_TIMEBONUS,Time bonus: {0},Tijd over: {0}
KS_CONFIRM_PURCHASE_PART,Buy parts for {0} coins?,Wil je deze onderdelen kopen voor {0} munten?
KS_POPUP_ITEMS_IN_BASKET,"There are still items in your basket,
do you really want to go back?","Je hebt nog onderdelen in je mandje.
Weet je zeker dat de winkel wil verlaten?"
KS_POPUP_NOT_ENOUGH_COINS,You don’t have enough coins!,Je hebt helaas niet genoeg geld om alles te kopen.
KS_UI_ACCELERATION,Acceleration,Versnelling
KS_UI_BUY,Buy,Koop
KS_UI_EDIT,Edit,Klus
KS_UI_HANDLING,Handling,Besturing
KS_UI_NEW,New,Koop
KS_UI_PAINT,Paint,Kleur
KS_UI_RACE,Race,Race
KS_UI_TOPSPEED,Top speed,Topsnelheid
MB_CINEMATICINTRO_TEXT,"Oh dear, Glomgold is
armed with a banana gun.
Keep running and try
to take him out!","Pas op, Goudglans heeft een 
bananengeweer gestolen.
Blijf rennen en probeer hem 
uit te schakelen!"
MC_ADV00_01_INTRO_01,"Good day! I am Scrooge McDuck,
the biggest billionaire in the world.","Hallo! Ik ben Dagobert Duck, 
de rijkste eend ter wereld."
MC_ADV00_01_INTRO_02,"And I have no intentions to change
all that. So, where’s my rent?","En dat wil ik graag blijven! 
Kan ik de huur even vangen?"
MC_ADV00_01_INTRO_03,"Er... I only have 20 cents.
I guess that’s not enough?","Eh... ik heb 20 cent. 
Is dat genoeg?"
MC_ADV00_01_INTRO_04,"WHAT? That’s not enough
to rent a broom closet!","WAT? Daarvoor kun je nog 
niet eens een bezemkast huren!"
MC_ADV00_01_INTRO_05,"You will have
to work for it!","Dan moet je er 
maar voor werken!"
MC_ADV00_01_INTRO_06,"I take it you’re
CLEVER and SMART?","Je bent toch wel een 
beetje SLIM en HANDIG?"
MC_ADV00_01_INTRO_07,"Yes, I am a
quick learner!","Ja hoor, en 
ik leer snel!"
MC_ADV00_01_INTRO_08,"Good! Meet me at the
harbour this afternoon!","Mooi zo! Kom 
vanmiddag naar de haven!"
MC_ADV00_01_INTRO_09,"A-alright, Mr. McDuck!","G-goed, meneer Duck!"
MC_ADV01_01_INTRO_01,"Mr. McDuck, you said
you had work for me?","Meneer Duck, 
u had werk voor mij?"
MC_ADV01_01_INTRO_02,"Sure do! I can always use
some ill-paid labour!","Nou en of! Ik kan wel 
wat slechtbetaalde 
hulp gebruiken!"
MC_ADV01_01_INTRO_03,"At 2:30 PM, one of my freighters
will arrive, carrying some very
rare species of animals.","Om HALF DRIE komt mijn 
vrachtschip met uiterst 
zeldzame diersoorten aan."
MC_ADV01_01_INTRO_04,SCROOGE MCDUCK!,DAGOBERT DUCK!
MC_ADV01_01_INTRO_05,"The maharadja of
Muchmunistan!
What a surprise!","De maharadja van 
Boelpoenistan! Wat 
een verrassing!"
MC_ADV01_01_INTRO_06,"I hope this will become a
NICE zoo, you old gold digger?","Je maakt toch wel een MOOIE 
dierentuin, ouwe schraper?"
MC_ADV01_01_INTRO_07,"I am not expecting
a petting zoo!","Ik zit niet te wachten 
op een kinderboerderij!"
MC_ADV01_01_INTRO_08,"I know the rules!
I HAVE to win the
Tear of the East!","Ik ken de spelregels! 
Ik MOET de Traan van 
het Oosten winnen!"
MC_ADV01_01_INTRO_09,"They say it is the most
beautiful gem you own!","Ze zeggen dat het 
uw mooiste edelsteen is!"
MC_ADV01_01_INTRO_10,"Get me a beautiful and animal
friendly zoo and it is yours!","Maak de mooiste en diervriendelijkste 
dierentuin en hij is van jou!"
MC_ADV01_01_INTRO_11,"Well, come take a look
at the animals! They...","Nou, dan moet u 
straks mijn dieren 
maar eens zien! Ze…"
MC_ADV01_01_INTRO_12,"All right with me, McDuck! But first I am
going to get me some fish and chips!","Mij best, Duck! Maar ik 
ga nu eerst een harinkje eten!"
MC_ADV01_02_CO_01,"Where is my freighter?
It was supposed to
arrive at 2:30 PM exact!","Waar blijft mijn 
vrachtschip? Het zou 
er om half drie zijn!"
MC_ADV01_02_CO_02,"There it is!
Right on time!","Daar is het al! 
Precies op tijd!"
MC_ADV01_02_CO_03,"What are you waiting for, Donald?
Unload those animals!","Waar wacht je op, Donald? 
Ga de dieren uitladen!"
MC_ADV01_02_CO_04,"Can I operate the
crane, Uncle Scrooge?","Mag ik dan de hoge kraan 
besturen, oom Dagobert?"
MC_ADV01_02_CO_05,Can I? Can I?,Toe? Toe?
MC_ADV01_02_CO_06,"Get that sulkhamster out
of the cargo bay first!","Haal eerst de mokhamster 
maar even uit het ruim!"
MC_ADV01_02_CO_07,"The hamster doesn’t
want to, Uncle Scrooge!","De hamster wilde 
niet, oom Dagobert!"
MC_ADV01_02_CO_08,Sigh!,Zucht!
MC_ADV01_02_CO_09,"Then YOU have to unload those animals!
Quick, go operate that crane!","Dan moet JIJ de dieren uitladen! 
Ga gauw de kraan besturen!"
MC_ADV01_03_CTB_01,The Beagle Boys!,De Zware Jongens!
MC_ADV01_03_CTB_02,Scrooge McDuck!,Dagobert Duck!
MC_ADV01_03_CTB_03,"Well, let’s have a look
at those rare animals!","Laat die bijzondere dieren 
maar eens zien!"
MC_ADV01_03_CTB_04,"Er... GULP! N-now is not
a good time, maharadja!","Eh… SLIK! D-dat gaat 
nu even niet, maharadja!"
MC_ADV01_03_CTB_05,"WHAT? Do you want me to give the
Tear to ANOTHER competitor?","WAT? Moet de Traan soms 
naar de ANDERE deelnemer?"
MC_ADV01_03_CTB_06,"N-no!
Everything’s fine!
Hold on!","N-nee! Er is niks aan 
de hand! Eh… wacht even!"
MC_ADV01_03_CTB_07,DONALD! DOOOONALD!,DONALD! DOOOONALD!
MC_ADV01_03_CTB_08,"What are you still doing here?
Quick, after those Beagle Boys!","Wat doe je hier nog? 
Ga achter de Zware Jongens aan!"
MC_ADV01_03_CTB_09,"Sorry, Uncle Scrooge!
I can’t right now!","Sorry, oom Dagobert! 
Maar dat gaat nu niet!"
MC_ADV01_03_CTB_10,"We can still find out
where they are going to!","We kunnen wel uitvinden 
waar ze naartoe gaan!"
MC_ADV01_03_CTB_11,"In a stressful situation, that
bird might loose a few feathers!","In paniek kan een vogel 
wat veren kwijtraken!"
MC_ADV01_03_CTB_12,"There, now YOU are helpful!
Go find my animals!","Kijk, aan JOU heb ik wat! 
Ga mijn dieren zoeken!"
MC_ADV01_03_CTB_13,"Keep a close look on
your phone, so Donald
can give you tips!","Hou je telefoon goed in 
de gaten, dan kan Donald 
je tips geven!"
MC_ADV01_04_CTT_01,"Our boss is not
going to like this!","Hier gaat onze baas 
niet blij mee zijn!"
MC_ADV01_04_CTT_02,"But we can’t bring this
big animal with us!","Maar we kunnen dit logge 
beest niet meenemen!"
MC_ADV01_04_CTT_03,It weighs like over a TON!,Het weegt wel een TON!
MC_ADV01_04_CTT_04,"A thousand kilos?
With all that other cargo,
this rusty truck will never hold!","Duizend kilo? 
Met de andere 
vracht houdt deze 
roestbak dat nooit!"
MC_ADV01_04_CTT_05,"The truck is
running again!","De truck doet
het weer!"
MC_ADV01_04_CTT_06,Keep your snout!,Houd je snavel!
MC_ADV01_05_PTC_01,WHAT?,WAT?
MC_ADV01_05_PTC_02,What did you call us?,Hoe noemde je ons?
MC_ADV01_05_PTC_03,Worthless riffraff!,Waardeloos gespuis!
MC_ADV01_05_PTC_04,"I am paying for you to
STEAL these animals,
not to leave them behind!","Ik betaal jullie om dieren 
te STELEN, niet om ze 
achter te laten!"
MC_ADV01_05_PTC_05,"But because of that bird
our truck broke! And...","Maar door die vogel ging 
onze wagen kapot! En…"
MC_ADV01_05_PTC_06,"Nonsense! Also,
NEVER put a crocodile
next to chickens!","Smoesjes! En stop 
NOOIT meer een 
krokodil bij de kippen!"
MC_ADV01_05_PTC_07,"Alright, alright! We will
nick some new chickens!
And then...","Ja ja, we jatten wel 
weer nieuwe kippen! 
En dan…"
MC_ADV01_05_PTC_08,"Donald? I am in a
cargo hold in the
docks and...","Donald? Ik ben in 
een loods bij het 
Woerderdok en…"
MC_ADV01_05_PTC_09,"You stay right here!
That’ll teach to
eavesdrop!","Zo, blijf jij hier maar! 
Dat zal je leren ons 
af te luisteren!"
MC_ADV01_05_PTC_10,"Come, brothers!
We have to pick up
that darn bird!","Kom broertjes, 
we moeten die 
snertvogel ophalen!"
MC_ADV01_06_ZT_01,"The police are coming!
Is everything OK?","De politie komt eraan! 
Is alles in orde?"
MC_ADV01_06_ZT_02,"Yes! Those thugs escaped,
but all the animals are back!","Ja! Die schurken zijn 
gevlucht, maar we hebben
alle dieren terug!"
MC_ADV01_06_ZT_03,"Good! Bring them
to the zoo!","Mooi! Breng ze gauw 
naar de dierentuin!"
MC_ADV01_06_ZT_04,"Me? B-but I can’t
drive a truck like that!","Ik? M-maar ik kan 
zo’n truck toch 
niet besturen?"
MC_ADV01_06_ZT_05,"Just do it, or else
Uncle Scrooge will
get concerned!","Doe nou maar, 
want oom Dagobert 
wordt onrustig!"
MC_ADV01_06_ZT_06,"Oh, you better watch out:
the road is a little bumpy!","Oh ja, let wel een 
beetje op: het wegdek 
is niet al te best!"
MC_ADV01_07_OUTRO_01,"When will your zoo
open its doors, McDuck?","Wanneer gaat je 
dierentuin open, Duck?"
MC_ADV01_07_OUTRO_02,"Very soon,
maharadja!","Zeer binnenkort, 
maharadja!"
MC_ADV01_07_OUTRO_03,"Say, who is my
competitor in this
race anway?","Wie is eigenlijk 
mijn tegenstander 
in deze wedstrijd?"
MC_ADV01_07_OUTRO_04,"He will open a
zoo in Gooseville!","Hij begint een 
dierentuin in Gansdorp!"
MC_ADV01_07_OUTRO_05,"He wants to
remain anonymous!","Verder wil hij 
anoniem blijven!"
MC_ADV01_07_OUTRO_06,Er... Mr. McDuck?,Eh… meneer Duck?
MC_ADV01_07_OUTRO_07,"Not right now! I am
talking to the maharadja!","Nu even niet! Ik praat 
met de maharadja!"
MC_ADV01_07_OUTRO_08,"That other billionaire
will have to try very hard
to win from me!","Nou, de andere biljonair 
moet wel erg zijn best 
doen om nu nog van 
me te winnen!"
MC_ADV02_01_INTRO_01,"My beautiful zoo!
Everything is falling to pieces!","Mijn mooie dierentuin! 
Alles gaat fout!"
MC_ADV02_01_INTRO_02,Animals are gone missing...,Dieren verdwijnen...
MC_ADV02_01_INTRO_03,"The security system
is failing...","Het beveiligingssysteem 
hapert..."
MC_ADV02_01_INTRO_04,"All lemonades
have gone salty...","Er zit zout 
in de limonade..."
MC_ADV02_01_INTRO_05,"I told you I saw
someone sneaking in!","Ik zei toch dat ik een 
verdacht persoon naar
binnen zag glippen!"
MC_ADV02_01_INTRO_06,"Find that saboteur!
The maharadja must
not get wind of this!","Vind die saboteur! 
De maharadja mag 
NIKS merken…"
MC_ADV02_01_INTRO_07,"Or else he’ll give
the award to the
Gooseville zoo!","Anders geeft hij 
de prijs aan de 
Gansdorpse 
dierentuin!"
MC_ADV02_01_INTRO_08,"No worries,
Mr. McDuck!
I will get to the
bottom of this!","Geen zorgen, 
meneer Duck! 
Ik zoek het tot 
op de bodem uit!"
MC_ADV02_01_INTRO_09,"Maharadja! GULP!
So nice to see you!","Maharadja! SLIK! 
Wat fijn dat u er bent!"
MC_ADV02_01_INTRO_10,"Come, I will
show you my
beautiful zoo!","Kom, dan laat ik 
u mijn prachtige 
dierentuin zien!"
MC_ADV02_02_CTP_01,"This here is my
ultramodern
watering system!","En dit is mijn 
supermoderne 
watersysteem!"
MC_ADV02_02_CTP_02,"It provides all
the animal cages
with water!","Vanuit hier worden 
alle dierenkooien 
van water voorzien!"
MC_ADV02_02_CTP_03,"Ah, the zoo
in Gooseville
has it as well.","Ach, dat heeft 
de dierentuin in 
Gansdorp ook."
MC_ADV02_02_CTP_04,"But I came here to
see the ANIMALS!","Maar ik kom hier 
om DIEREN te zien!"
MC_ADV02_02_CTP_05,"Quick! Mend the
tubes, before the
animals get thirsty!","Vlug! Repareer de 
buizen, voordat de 
dieren dorst krijgen!"
MC_ADV02_05_JTC_01,"I recreated a natural
living environment
for my crocs,
maharadja!","Voor mijn krokodillen 
is hun natuurlijke 
leefomgeving nagebootst, 
maharadja!"
MC_ADV02_05_JTC_02,"This fog generator
turns their home
into a real swamp!","Mijn mistmachine maakt 
van hun verblijf net een 
echt moeras!"
MC_ADV02_05_JTC_03,"Well, I’ll have you know they
have crocodiles in Gooseville, too!","In Gansdorp hebben ze 
anders OOK krokodillen!"
MC_ADV02_05_JTC_04,"But not as big or as
dangerous as these!","Maar niet zulke grote 
en gevaarlijke als deze!"
MC_ADV02_05_JTC_05,"All right, show me
those crocs, McDuck!","Nou, laat die krokodillen 
maar eens zien, Duck!"
MC_ADV02_05_JTC_06,"Er… maybe later! Did I show you the
extaordinary sulkhamster already?","Eh… straks! Had ik u de 
mokhamster al getoond?"
MC_ADV02_03_BTB_01,"Yes, maharadja!","Ja ja, maharadja! "
MC_ADV02_03_BTB_02,"All cages are
electronically locked!","Alle kooien hebben 
elektronische 
vergrendeling!"
MC_ADV02_03_BTB_03,"We keep an eye out
on everything with our
special cameras!","Via speciale 
camera’s houden 
we alles in de gaten!"
MC_ADV02_03_BTB_04,"No crook will be able
to open these cages!","Geen boef krijgt 
de kooien nu open!"
MC_ADV02_03_BTB_05,"UMPF! What’s wrong
with a simple key?","HMPF! Wat is er mis 
met een sleuteltje?"
MC_ADV02_03_BTB_06,"I think someone
hacked the system,
Mr. McDuck!","Volgens mij is het 
systeem gehackt, 
meneer Duck!"
MC_ADV02_03_BTB_07,"Go check it out…
and make sure Donald
checks the cages!","Zoek dat uit… 
en laat Donald de 
kooien controleren!"
MC_ADV02_04_BC_01,"The security system
is fixed!","Het beveiligingssysteem 
is gerepareerd! "
MC_ADV02_04_BC_02,"Good! But we still need
to get all the animals back!","Mooi! Alleen hebben 
we niet alle dieren terug!"
MC_ADV02_04_BC_03,"The Beagle Boys
ran into the nocturnal
animals home!","De Zware Jongens 
zijn het nachtdierenverblijf 
in gevlucht! "
MC_ADV02_04_BC_04,"You go in there
and find those
exotic animals.","Ga jij maar naar binnen 
om de exotische dieren 
terug te vinden."
MC_ADV02_04_BC_05,Watch out for all the…,"Pas wel op 
voor loslopende..."
MC_ADV02_04_BC_06,…spiders…,…spinnen...
MC_ADV02_04_BC_07,…scorpions…,…schorpioenen...
MC_ADV02_04_BC_08,…bats…,…vleermuizen...
MC_ADV02_04_BC_09,…and Beagle Boys!,…en Zware Jongens!
MC_ADV02_06_MB_01,Donald! Are you OK?,Donald! Gaat het?
MC_ADV02_06_MB_02,"OUCH! He attacked
me from behind!","AUW! Die schurk sloeg 
me van achteren neer!"
